timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-07T15:45:39,new_runner_experiment,9553f369-112b-42c6-ba4f-a6785890d232,5.868484540998907,2.1727759312948427e-06,3.702448078571581e-07,0.4798000000000001,10.150400000000003,6.0,7.307287359670025e-10,8.109938396440834e-06,8.154930001182946e-09,8.118824055177984e-06,Netherlands,NLD,,,,macOS-15.0.1-arm64-arm-64bit,3.11.5,2.6.0,8,Apple M2,1,Apple M2,,,16.0,machine,N,1.0
