timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-07T15:45:47,new_runner_experiment,3a43bfc7-87ed-44da-ba99-88994b8e766a,5.7738586669984215,3.201297029503148e-06,5.544467251685195e-07,0.5673,15.011600000000001,6.0,8.965769932534993e-10,1.1952588104632491e-05,8.525278329519399e-09,1.1962009959955264e-05,Netherlands,NLD,,,,macOS-15.0.1-arm64-arm-64bit,3.11.5,2.6.0,8,Apple M2,1,Apple M2,,,16.0,machine,N,1.0
