timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-07T15:45:32,new_runner_experiment,6d67851e-659c-4b1b-b517-bfb2ef98116f,5.738644708999345,4.72155428478479e-09,8.22764698671874e-10,4.1391,0.0047,6.0,5.9748678830619605e-09,3.73282431800251e-09,7.934931666871611e-09,1.7642623867936083e-08,Netherlands,NLD,,,,macOS-15.0.1-arm64-arm-64bit,3.11.5,2.6.0,8,Apple M2,1,Apple M2,,,16.0,machine,N,1.0
